1,Move,x=211, y=250,0.23017621040344238
2,Move,x=211, y=250,0.24000000953674316
3,Move,x=211, y=251,0.2500011920928955
4,Move,x=211, y=253,0.2500011920928955
5,Move,x=211, y=256,0.26001429557800293
6,Move,x=211, y=258,0.2700185775756836
7,Move,x=211, y=262,0.280001163482666
8,Move,x=212, y=266,0.280001163482666
9,Move,x=213, y=271,0.29000067710876465
10,Move,x=214, y=274,0.30002355575561523
11,Move,x=216, y=279,0.31002020835876465
12,Move,x=217, y=283,0.32000303268432617
13,Move,x=219, y=289,0.32000303268432617
14,Move,x=222, y=294,0.3300175666809082
15,Move,x=223, y=298,0.34001779556274414
16,Move,x=224, y=300,0.34001779556274414
17,Move,x=226, y=305,0.35001683235168457
18,Move,x=228, y=307,0.3600149154663086
19,Move,x=229, y=310,0.37002015113830566
20,Move,x=232, y=315,0.3800008296966553
21,Move,x=237, y=321,0.3800008296966553
22,Move,x=240, y=326,0.39000606536865234
23,Move,x=244, y=332,0.400012731552124
24,Move,x=247, y=332,0.4100174903869629
25,Move,x=250, y=336,0.41999387741088867
26,Move,x=255, y=341,0.41999387741088867
27,Move,x=260, y=346,0.440016508102417
28,Move,x=266, y=351,0.440016508102417
29,Move,x=274, y=356,0.450014591217041
30,Move,x=281, y=361,0.46000194549560547
31,Move,x=290, y=367,0.47001194953918457
32,Move,x=301, y=371,0.47001194953918457
33,Move,x=312, y=378,0.4799997806549072
34,Move,x=324, y=385,0.4900176525115967
35,Move,x=342, y=391,0.4900176525115967
36,Move,x=359, y=398,0.500016450881958
37,Move,x=374, y=404,0.5100200176239014
38,Move,x=388, y=410,0.520000696182251
39,Move,x=403, y=415,0.5300133228302002
40,Move,x=416, y=418,0.5300133228302002
41,Move,x=431, y=422,0.5400159358978271
42,Move,x=447, y=426,0.5500025749206543
43,Move,x=463, y=429,0.5600063800811768
44,Move,x=480, y=435,0.5699949264526367
45,Move,x=494, y=438,0.5699949264526367
46,Move,x=506, y=441,0.5800154209136963
47,Move,x=517, y=444,0.5900366306304932
48,Move,x=528, y=447,0.6000034809112549
49,Move,x=538, y=450,0.6000034809112549
50,Move,x=549, y=453,0.6200027465820312
51,Move,x=560, y=455,0.6200027465820312
52,Move,x=572, y=458,0.6300177574157715
53,Move,x=584, y=460,0.6400027275085449
54,Move,x=597, y=463,0.6400027275085449
55,Move,x=609, y=465,0.6500191688537598
56,Move,x=623, y=466,0.660015344619751
57,Move,x=637, y=468,0.6699981689453125
58,Move,x=650, y=469,0.6800014972686768
59,Move,x=662, y=469,0.6800014972686768
60,Move,x=674, y=469,0.6900043487548828
61,Move,x=687, y=469,0.7000117301940918
62,Move,x=699, y=469,0.7100012302398682
63,Move,x=710, y=469,0.7200026512145996
64,Move,x=722, y=469,0.7200026512145996
65,Move,x=734, y=469,0.7300195693969727
66,Move,x=743, y=463,0.7400164604187012
67,Move,x=756, y=461,0.7500214576721191
68,Move,x=768, y=458,0.7599968910217285
69,Move,x=781, y=454,0.7700021266937256
70,Move,x=793, y=451,0.7700021266937256
71,Move,x=806, y=448,0.7800183296203613
72,Move,x=819, y=444,0.7900068759918213
73,Move,x=833, y=440,0.799997091293335
74,Move,x=845, y=436,0.799997091293335
75,Move,x=857, y=433,0.810004472732544
76,Move,x=870, y=430,0.8200123310089111
77,Move,x=881, y=426,0.8300278186798096
78,Move,x=890, y=423,0.8399989604949951
79,Move,x=899, y=419,0.8399989604949951
80,Move,x=907, y=413,0.850010871887207
81,Move,x=915, y=408,0.860023021697998
82,Move,x=922, y=402,0.8700153827667236
83,Move,x=927, y=397,0.8799993991851807
84,Move,x=931, y=392,0.8799993991851807
85,Move,x=935, y=386,0.890009880065918
86,Move,x=938, y=381,0.9000523090362549
87,Move,x=940, y=376,0.9100179672241211
88,Move,x=942, y=369,0.919999361038208
89,Move,x=944, y=362,0.919999361038208
90,Move,x=946, y=352,0.9300084114074707
91,Move,x=948, y=341,0.9400177001953125
92,Move,x=950, y=329,0.9499990940093994
93,Move,x=952, y=318,0.9600226879119873
94,Move,x=953, y=309,0.9600226879119873
95,Move,x=953, y=299,0.9700157642364502
96,Move,x=953, y=289,0.980003833770752
97,Move,x=953, y=278,0.9900226593017578
98,Move,x=951, y=267,0.9999949932098389
99,Move,x=948, y=258,0.9999949932098389
100,Move,x=942, y=248,1.010016918182373
101,Move,x=937, y=238,1.0200340747833252
102,Move,x=932, y=231,1.0300209522247314
103,Move,x=924, y=223,1.0400261878967285
104,Move,x=917, y=217,1.0400261878967285
105,Move,x=908, y=210,1.0500264167785645
106,Move,x=898, y=204,1.0600149631500244
107,Move,x=887, y=197,1.0700163841247559
108,Move,x=876, y=190,1.0800037384033203
109,Move,x=862, y=184,1.0800037384033203
110,Move,x=847, y=178,1.0900099277496338
111,Move,x=828, y=173,1.0999984741210938
112,Move,x=806, y=167,1.1100172996520996
113,Move,x=785, y=163,1.120025873184204
114,Move,x=757, y=161,1.120025873184204
115,Move,x=735, y=160,1.1300067901611328
116,Move,x=710, y=160,1.1400113105773926
117,Move,x=683, y=160,1.150003433227539
118,Move,x=656, y=160,1.1600031852722168
119,Move,x=633, y=160,1.1600031852722168
120,Move,x=614, y=164,1.1700093746185303
121,Move,x=598, y=169,1.1800189018249512
122,Move,x=586, y=172,1.1900122165679932
123,Move,x=575, y=175,1.1999969482421875
124,Move,x=567, y=177,1.210014820098877
125,Move,x=561, y=180,1.210014820098877
126,Move,x=556, y=181,1.2200162410736084
127,Move,x=551, y=184,1.2300148010253906
128,Move,x=549, y=187,1.2400295734405518
129,Move,x=546, y=192,1.2400295734405518
130,Move,x=546, y=195,1.2499983310699463
131,Move,x=545, y=201,1.2600150108337402
132,Move,x=543, y=209,1.2700238227844238
133,Move,x=540, y=221,1.2799980640411377
134,Move,x=538, y=233,1.2799980640411377
135,Move,x=535, y=246,1.2900199890136719
136,Move,x=533, y=259,1.30000638961792
137,Move,x=531, y=272,1.3100109100341797
138,Move,x=530, y=283,1.3199985027313232
139,Move,x=531, y=294,1.3199985027313232
140,Move,x=533, y=305,1.3300211429595947
141,Move,x=537, y=317,1.3400170803070068
142,Move,x=540, y=329,1.3500008583068848
143,Move,x=543, y=341,1.360001802444458
144,Move,x=545, y=352,1.3700065612792969
145,Move,x=549, y=361,1.3700065612792969
146,Move,x=551, y=368,1.3800137042999268
147,Move,x=555, y=375,1.390019416809082
148,Move,x=558, y=381,1.400000810623169
149,Move,x=562, y=387,1.410020351409912
150,Move,x=565, y=393,1.410020351409912
151,Move,x=567, y=400,1.4200108051300049
152,Move,x=569, y=407,1.4300456047058105
153,Move,x=570, y=414,1.4400103092193604
154,Move,x=570, y=420,1.4400103092193604
155,Move,x=570, y=427,1.450028896331787
156,Move,x=570, y=433,1.460017204284668
157,Move,x=570, y=437,1.4700193405151367
158,Move,x=567, y=442,1.4800214767456055
159,Move,x=564, y=445,1.4800214767456055
160,Move,x=562, y=450,1.4900121688842773
161,Move,x=558, y=452,1.5000016689300537
162,Move,x=554, y=454,1.5100200176239014
163,Move,x=549, y=456,1.5199999809265137
164,Move,x=544, y=462,1.5199999809265137
165,Move,x=537, y=465,1.5300078392028809
166,Move,x=528, y=467,1.5400152206420898
167,Move,x=518, y=469,1.550015926361084
168,Move,x=506, y=471,1.5599994659423828
169,Move,x=494, y=471,1.5599994659423828
170,Move,x=482, y=471,1.5700175762176514
171,Move,x=469, y=471,1.5800142288208008
172,Move,x=455, y=471,1.5900168418884277
173,Move,x=441, y=471,1.6000049114227295
174,Move,x=426, y=471,1.6000049114227295
175,Move,x=412, y=471,1.609999179840088
176,Move,x=397, y=469,1.6199932098388672
177,Move,x=379, y=467,1.630019187927246
178,Move,x=363, y=463,1.6400249004364014
179,Move,x=349, y=460,1.6500084400177002
180,Move,x=337, y=456,1.6500084400177002
181,Move,x=326, y=453,1.6600134372711182
182,Move,x=317, y=451,1.6700184345245361
183,Move,x=308, y=449,1.6799967288970947
184,Move,x=300, y=446,1.6799967288970947
185,Move,x=290, y=442,1.6900146007537842
186,Move,x=281, y=438,1.6999974250793457
187,Move,x=272, y=433,1.7100284099578857
188,Move,x=263, y=427,1.7200021743774414
189,Move,x=256, y=422,1.7200021743774414
190,Move,x=251, y=418,1.7300152778625488
191,Move,x=249, y=416,1.7400109767913818
192,Move,x=248, y=412,1.7500097751617432
193,Move,x=245, y=408,1.7600157260894775
194,Move,x=243, y=402,1.7600157260894775
195,Move,x=243, y=399,1.7700202465057373
196,Move,x=243, y=395,1.7800164222717285
197,Move,x=242, y=388,1.7900152206420898
198,Move,x=240, y=380,1.8000409603118896
199,Move,x=238, y=372,1.8000409603118896
